Unique_No,Unique_ID,Sample_No,Sample_Well,Sample_Plate,Bio_Replicate,Tech_Replicate,Phage,Growth Rate,Time to Max Growth,Saturation OD,Rsq,AUC
589,Plate 7 Well B2,14,B2,A,2,1,1,0,0,0.015116161,0,19.793
590,Plate 7 Well B3,15,B3,A,2,1,1,0,0,0.074470567,0,22.20653333
591,Plate 7 Well B4,16,B4,A,2,1,1,0.084815867,35.66805556,0.412300378,0.999922995,52.533
592,Plate 7 Well B5,17,B5,A,2,1,1,0.07005473,26.66777778,0.913866093,0.999934422,101.9588
593,Plate 7 Well B6,18,B6,A,2,1,1,0,0,0.050872164,0,20.5496
594,Plate 7 Well B7,19,B7,A,2,1,1,0.063649737,22.66694444,1.01246628,0.999935758,113.7379667
595,Plate 7 Well B8,20,B8,A,2,1,1,0,0,0.043778121,0,20.05566667
596,Plate 7 Well B9,21,B9,A,2,1,1,0,0,0.040308717,0,20.25386667
597,Plate 7 Well B10,22,B10,A,2,1,1,0.093482518,52.00138889,0.924332613,0.999777744,37.30863333
598,Plate 7 Well B11,23,B11,A,2,1,1,0.073853921,15.33361111,0.755776699,0.992714418,64.97616667
599,Plate 7 Well B12,24,B12,A,2,1,1,0,0,0.019058033,0,19.8918
600,Plate 7 Well C1,25,C1,A,2,1,1,0,0,0.017184448,0,19.8164
601,Plate 7 Well C2,26,C2,A,2,1,1,0.084004096,37.00138889,0.987664055,0.999876796,48.35546667
602,Plate 7 Well C3,27,C3,A,2,1,1,0.06053006,73.00166667,0.644529534,0.999842207,32.44056667
603,Plate 7 Well C4,28,C4,A,2,1,1,0.117914217,24.00027778,0.323792748,0.999740107,56.2773
604,Plate 7 Well C5,29,C5,A,2,1,1,0.092956866,21.00027778,0.705771312,0.998860683,87.11823333
605,Plate 7 Well C6,30,C6,A,2,1,1,0.079582912,49.33472222,0.990599475,0.999958276,48.81403333
606,Plate 7 Well C7,31,C7,A,2,1,1,0,0,0.041458907,0,20.5127
607,Plate 7 Well C8,32,C8,A,2,1,1,0.101650172,29.33472222,0.427718551,0.999936737,45.46056667
608,Plate 7 Well C9,33,C9,A,2,1,1,0,0,0.060769421,0,21.5331
609,Plate 7 Well C10,34,C10,A,2,1,1,0.14273798,5.333333333,0.432867361,0.997997097,77.22243333
610,Plate 7 Well C11,35,C11,A,2,1,1,0.120033182,19.33361111,1.035732274,0.993976691,90.71633333
611,Plate 7 Well C12,36,C12,A,2,1,1,0.092074783,11.66666667,0.100055681,0.998545749,31.42093333
612,Plate 7 Well D1,37,D1,A,2,1,1,0.09223051,20.00027778,0.692905837,0.999586372,57.55623333
613,Plate 7 Well D2,38,D2,A,2,1,1,0.068520529,32.33472222,0.86819845,0.999979768,87.25026667
614,Plate 7 Well D3,39,D3,A,2,1,1,0.143521877,8,0.937331578,0.996952441,97.62753333
615,Plate 7 Well D4,40,D4,A,2,1,1,0.095314217,36.66805556,0.971998904,0.999970242,82.4038
616,Plate 7 Well D5,41,D5,A,2,1,1,0,0,0.056882957,0,21.43526667
617,Plate 7 Well D6,42,D6,A,2,1,1,0.093752595,38.00138889,0.928931147,0.999952829,77.98183333
618,Plate 7 Well D7,43,D7,A,2,1,1,0.087425128,62.66833333,0.691758938,0.998798186,36.5975
619,Plate 7 Well D8,44,D8,A,2,1,1,-0.178169934,12,0.115524836,-0.991395259,24.62806667
620,Plate 7 Well D9,45,D9,A,2,1,1,0.090267081,5,1.065066137,0.99296388,110.3525333
621,Plate 7 Well D10,46,D10,A,2,1,1,-0.002834917,121.0030556,0.742975819,-0.990093479,88.06696667
622,Plate 7 Well D11,47,D11,A,2,1,1,0.062042024,63.00166667,0.736998915,0.999071923,43.99936667
623,Plate 7 Well D12,48,D12,A,2,1,1,0.069341858,9.333333333,1.096198954,0.999202138,77.5782
624,Plate 7 Well E1,49,E1,A,2,1,1,0.055008761,24.00027778,0.923732579,0.99996658,63.213
625,Plate 7 Well E2,50,E2,A,2,1,1,0.099346658,33.33472222,0.325627847,0.999393745,42.04443333
626,Plate 7 Well E3,51,E3,A,2,1,1,0.098708886,23.33361111,0.877872348,0.995713018,68.48326667
627,Plate 7 Well E4,52,E4,A,2,1,1,0.077886367,34.00138889,0.88129157,0.999505357,54.5168
628,Plate 7 Well E5,53,E5,A,2,1,1,0.072623829,62.00166667,0.647189492,0.999837708,27.56483333
629,Plate 7 Well E6,54,E6,A,2,1,1,0.076420614,11.66666667,1.046465975,0.999848056,125.3479667
630,Plate 7 Well E7,55,E7,A,2,1,1,0,0,0.096803269,0,26.17126667
631,Plate 7 Well E8,56,E8,A,2,1,1,-0.276961973,11.33333333,0.121039736,-0.990795716,22.5704
632,Plate 7 Well E9,57,E9,A,2,1,1,0.068389933,27.33444444,0.287736075,0.993419693,52.7564
633,Plate 7 Well E10,58,E10,A,2,1,1,0,0,0.016789346,0,19.52983333
634,Plate 7 Well E11,59,E11,A,2,1,1,0,0,0.0225361,0,21.07123333
635,Plate 7 Well E12,60,E12,A,2,1,1,0.057721725,5,0.8478622,0.999110531,86.55293333
636,Plate 7 Well F1,61,F1,A,2,1,1,0,0,0.022862605,0,20.39516667
637,Plate 7 Well F2,62,F2,A,2,1,1,0.09727453,42.00138889,0.467524934,0.999782336,37.8259
638,Plate 7 Well F3,63,F3,A,2,1,1,0,0,0.027513736,0,20.67803333
639,Plate 7 Well F4,64,F4,A,2,1,1,0.0751342,31.00138889,0.981132594,0.999953178,85.31576667
640,Plate 7 Well F5,65,F5,A,2,1,1,0.057107618,54.00138889,0.706464321,0.999968856,41.90236667
641,Plate 7 Well F6,66,F6,A,2,1,1,-0.061930583,14.00027778,0.058835424,-0.990552444,23.75643333
642,Plate 7 Well F7,67,F7,A,2,1,1,0,0,0.015389249,0,19.43043333
643,Plate 7 Well F8,68,F8,A,2,1,1,-0.201421208,11,0.082534814,-0.990672413,22.93616667
644,Plate 7 Well F9,69,F9,A,2,1,1,0,0,0.05186022,0,22.2254
645,Plate 7 Well F10,70,F10,A,2,1,1,0,0,0.028104149,0,20.08246667
646,Plate 7 Well F11,71,F11,A,2,1,1,0,0,0.085530583,0,22.78786667
647,Plate 7 Well F12,72,F12,A,2,1,1,0,0,0.014124174,0,19.911
648,Plate 7 Well G1,73,G1,A,2,1,1,0.123471866,104.6697222,0.698741272,0.999978602,19.84363333
649,Plate 7 Well G2,74,G2,A,2,1,1,0,0,0.124463413,0,25.98886667
650,Plate 7 Well G3,75,G3,A,2,1,1,0.089210824,26.66777778,0.610515283,0.999509253,65.79566667
651,Plate 7 Well G4,76,G4,A,2,1,1,-0.1930639,10.66666667,0.070620739,-0.99130782,22.3128
652,Plate 7 Well G5,77,G5,A,2,1,1,0.0716366,31.33472222,0.928266346,0.999959013,92.79626667
653,Plate 7 Well G6,78,G6,A,2,1,1,0,0,0.045169031,0,23.45846667
654,Plate 7 Well G7,79,G7,A,2,1,1,0,0,0.04932298,0,21.91623333
655,Plate 7 Well G8,80,G8,A,2,1,1,-0.026076908,15.33361111,0.055977364,-0.990600387,25.51166667
656,Plate 7 Well G9,81,G9,A,2,1,1,0,0,0.095555386,0,22.90373333
657,Plate 7 Well G10,82,G10,A,2,1,1,0.032647587,24.33361111,0.075455093,0.997346862,26.746
658,Plate 7 Well G11,83,G11,A,2,1,1,0.085115158,20.33361111,0.54448575,0.999821437,69.76263333
659,Plate 7 Well G12,84,G12,A,2,1,1,0.141497994,31.33472222,0.923528434,0.999841362,56.68263333
660,Plate 7 Well H1,85,H1,A,2,1,1,0,0,0.098095812,0,23.40266667
661,Plate 7 Well H2,86,H2,A,2,1,1,-0.251802075,9.666666667,0.066740457,-0.990752395,20.93883333
662,Plate 7 Well H3,87,H3,A,2,1,1,-0.116768386,13.66694444,0.055931372,-0.991619143,22.83833333
663,Plate 7 Well H4,88,H4,A,2,1,1,0,0,0.027204449,0,19.69776667
664,Plate 7 Well H5,89,H5,A,2,1,1,0.141133011,59.00166667,0.251264155,0.999731082,21.41823333
665,Plate 7 Well H6,90,H6,A,2,1,1,0,0,0.037940337,0,20.17433333
666,Plate 7 Well H7,91,H7,A,2,1,1,-0.102589405,14.33361111,0.053973765,-0.993664902,22.6181
667,Plate 7 Well H8,92,H8,A,2,1,1,0,0,0.071238328,0,21.35153333
668,Plate 7 Well H9,93,H9,A,2,1,1,-0.075199984,15.00027778,0.06614174,-0.99162257,24.2889
669,Plate 7 Well H10,94,H10,A,2,1,1,0,0,0.025956904,0,19.93516667
670,Plate 7 Well H11,95,H11,A,2,1,1,0,0,0.18436128,0,28.4339
671,Plate 7 Well H12,96,H12,A,2,1,1,0.095144055,24.33361111,0.915827508,0.999973394,91.20206667
672,Plate 8 Well A1,1,A1,A,2,2,1,0,0,0.084246416,0,22.6404
673,Plate 8 Well A2,2,A2,A,2,2,1,0,0,0.050367548,0,23.37516667
674,Plate 8 Well A3,3,A3,A,2,2,1,0,0,0.032739513,0,22.0955
675,Plate 8 Well A4,4,A4,A,2,2,1,0.220294518,20.66694444,0.894731956,0.998936819,120.2160333
676,Plate 8 Well A5,5,A5,A,2,2,1,0,0,0.050960369,0,24.6226
677,Plate 8 Well A6,6,A6,A,2,2,1,0,0,0.098308458,0,24.59423333
678,Plate 8 Well A7,7,A7,A,2,2,1,0.064620064,4.666666667,0.987132262,0.998185921,59.39226667
679,Plate 8 Well A8,8,A8,A,2,2,1,0.123213184,24.00027778,0.935595387,0.990440963,101.8651333
680,Plate 8 Well A9,9,A9,A,2,2,1,0,0,0.050266542,0,21.50036667
681,Plate 8 Well A10,10,A10,A,2,2,1,0.095860481,114.0030556,0.534451091,0.999916731,27.8231
682,Plate 8 Well A11,11,A11,A,2,2,1,0,0,0.126321005,0,25.66263333
683,Plate 8 Well A12,12,A12,A,2,2,1,0.076957229,107.0030556,0.233422333,0.99934992,21.1034
684,Plate 8 Well B1,13,B1,A,2,2,1,0.106994204,19.33361111,1.027132693,0.999462487,73.10363333
685,Plate 8 Well B2,14,B2,A,2,2,1,0,0,0.031902938,0,21.64886667
686,Plate 8 Well B3,15,B3,A,2,2,1,0,0,0.103385883,0,23.64066667
687,Plate 8 Well B4,16,B4,A,2,2,1,-0.02279508,24.66694444,0.064367676,-0.996091051,25.946
688,Plate 8 Well B5,17,B5,A,2,2,1,0.120796186,14.33361111,1.00146621,0.992689776,109.1141667
689,Plate 8 Well B6,18,B6,A,2,2,1,0.134183527,103.3363889,0.905316358,0.999921659,22.43063333
690,Plate 8 Well B7,19,B7,A,2,2,1,0.08199771,11.66694444,1.033066572,0.994964725,114.8376667
691,Plate 8 Well B8,20,B8,A,2,2,1,0,0,0.026881991,0,20.56546667
692,Plate 8 Well B9,21,B9,A,2,2,1,0,0,0.025478639,0,20.4583
693,Plate 8 Well B10,22,B10,A,2,2,1,0.118240643,21.33361111,0.944490756,0.991803385,36.76946667
694,Plate 8 Well B11,23,B11,A,2,2,1,0.050137796,13.00027778,0.747665805,0.990809222,62.20646667
695,Plate 8 Well B12,24,B12,A,2,2,1,0.085800445,104.0030556,0.401092447,0.999916345,21.20023333
696,Plate 8 Well C1,25,C1,A,2,2,1,0,0,0.030498217,0,21.70256667
697,Plate 8 Well C2,26,C2,A,2,2,1,0.09651946,35.00138889,1.033663138,0.9999381,66.0237
698,Plate 8 Well C3,27,C3,A,2,2,1,0.050061647,71.00166667,0.668927815,0.999642001,35.13643333
699,Plate 8 Well C4,28,C4,A,2,2,1,0.100891302,11.33361111,0.827581525,0.996424228,59.5343
700,Plate 8 Well C5,29,C5,A,2,2,1,0.157118153,26.33361111,0.818666871,0.995040923,87.24676667
701,Plate 8 Well C6,30,C6,A,2,2,1,0.099120075,44.00138889,1.071266264,0.994787657,53.2022
702,Plate 8 Well C7,31,C7,A,2,2,1,-0.139184634,13.33361111,0.060790808,-0.991721908,22.03433333
703,Plate 8 Well C8,32,C8,A,2,2,1,0.124920359,30.66805556,0.609983684,0.997587093,62.96973333
704,Plate 8 Well C9,33,C9,A,2,2,1,0,0,0.05315962,0,21.26843333
705,Plate 8 Well C10,34,C10,A,2,2,1,0.095503962,15.33361111,0.408625098,0.990080788,75.52303333
706,Plate 8 Well C11,35,C11,A,2,2,1,0.117247859,19.33361111,1.065064633,0.992200891,92.76903333
707,Plate 8 Well C12,36,C12,A,2,2,1,0.08730031,15.33361111,0.655262549,0.999548185,37.51306667
708,Plate 8 Well D1,37,D1,A,2,2,1,0.094412606,27.33472222,0.693652083,0.999343232,62.01073333
709,Plate 8 Well D2,38,D2,A,2,2,1,0.075046176,30.00138889,0.937665553,0.999984733,94.82843333
710,Plate 8 Well D3,39,D3,A,2,2,1,0.096347901,18.33361111,0.372561875,0.991653795,68.43563333
711,Plate 8 Well D4,40,D4,A,2,2,1,-0.006133441,148.3375,0.236576935,-0.99868676,37.18823333
712,Plate 8 Well D5,41,D5,A,2,2,1,-0.071060303,11.66694444,0.056946035,-0.991684364,22.7693
713,Plate 8 Well D6,42,D6,A,2,2,1,0,0,0.104997142,0,28.2809
714,Plate 8 Well D7,43,D7,A,2,2,1,0.077179283,90.33611111,0.640901487,0.999639018,25.2579
715,Plate 8 Well D8,44,D8,A,2,2,1,0,0,0.090312383,0,24.7184
716,Plate 8 Well D9,45,D9,A,2,2,1,0.06565772,5.333333333,1.04959887,0.99958224,121.9147333
717,Plate 8 Well D10,46,D10,A,2,2,1,0.137837436,21.33361111,0.62170302,0.990301214,66.68236667
718,Plate 8 Well D11,47,D11,A,2,2,1,0.047205907,7.666666667,0.821465704,0.995134243,58.20873333
719,Plate 8 Well D12,48,D12,A,2,2,1,0.109811277,16.00027778,1.088532055,0.996416845,71.59866667
720,Plate 8 Well E1,49,E1,A,2,2,1,0.052325393,11.66694444,0.953063488,0.999674308,63.82476667
721,Plate 8 Well E2,50,E2,A,2,2,1,0.101819082,22.33361111,0.654115519,0.999743094,78.45806667
722,Plate 8 Well E3,51,E3,A,2,2,1,0.030187159,29.33472222,0.889679263,0.990253426,96.0796
723,Plate 8 Well E4,52,E4,A,2,2,1,0.058911791,36.00138889,0.892364125,0.99965545,58.8881
724,Plate 8 Well E5,53,E5,A,2,2,1,0.082333245,87.66944444,0.656185139,0.997817078,27.23326667
725,Plate 8 Well E6,54,E6,A,2,2,1,0.078245779,21.66694444,0.999866009,0.995745443,117.933
726,Plate 8 Well E7,55,E7,A,2,2,1,0,0,0.298986628,0,32.98003333
727,Plate 8 Well E8,56,E8,A,2,2,1,-0.167416735,14.00027778,0.081968013,-0.990371091,22.60646667
728,Plate 8 Well E9,57,E9,A,2,2,1,0.100976103,9.333611111,0.372505882,0.99953479,54.93173333
729,Plate 8 Well E10,58,E10,A,2,2,1,0,0,0.047454747,0,21.2389
730,Plate 8 Well E11,59,E11,A,2,2,1,0,0,0.021011174,0,21.03133333
731,Plate 8 Well E12,60,E12,A,2,2,1,0.102754583,5,0.823716701,0.997244166,104.1786
732,Plate 8 Well F1,61,F1,A,2,2,1,0.101792068,36.66805556,1.002179402,0.999769786,37.98723333
733,Plate 8 Well F2,62,F2,A,2,2,1,0.10229476,27.33472222,0.597499069,0.999625227,55.73436667
734,Plate 8 Well F3,63,F3,A,2,2,1,0,0,0.018520187,0,20.97976667
735,Plate 8 Well F4,64,F4,A,2,2,1,0.084860829,15.00027778,1.048397724,0.997558947,91.8992
736,Plate 8 Well F5,65,F5,A,2,2,1,0.045101698,74.66833333,0.734863046,0.999477344,40.1653
737,Plate 8 Well F6,66,F6,A,2,2,1,0,0,0.070321364,0,25.70863333
738,Plate 8 Well F7,67,F7,A,2,2,1,0,0,0.014945745,0,19.69376667
739,Plate 8 Well F8,68,F8,A,2,2,1,-0.15429988,16.66694444,0.119503824,-0.990233296,25.31773333
740,Plate 8 Well F9,69,F9,A,2,2,1,0,0,0.078627467,0,24.67086667
741,Plate 8 Well F10,70,F10,A,2,2,1,0.084255258,81.00277778,0.192861174,0.999829157,21.21193333
742,Plate 8 Well F11,71,F11,A,2,2,1,0,0,0.091508347,0,22.88206667
743,Plate 8 Well F12,72,F12,A,2,2,1,0,0,0.016291163,0,20.49626667
744,Plate 8 Well G1,73,G1,A,2,2,1,0,0,0.023891926,0,20.76036667
745,Plate 8 Well G2,74,G2,A,2,2,1,0,0,0.171596458,0,26.31563333
746,Plate 8 Well G3,75,G3,A,2,2,1,0.07503427,31.00138889,0.692965062,0.999083302,59.87386667
747,Plate 8 Well G4,76,G4,A,2,2,1,0,0,0.077545718,0,23.1217
748,Plate 8 Well G5,77,G5,A,2,2,1,0.097992539,29.33472222,0.981932894,0.995754346,90.1707
749,Plate 8 Well G6,78,G6,A,2,2,1,0,0,0.047887892,0,24.29043333
750,Plate 8 Well G7,79,G7,A,2,2,1,-0.144247149,14.00027778,0.054228726,-0.99211871,22.2426
751,Plate 8 Well G8,80,G8,A,2,2,1,0.110488419,64.66833333,0.64486124,0.999887047,27.21006667
752,Plate 8 Well G9,81,G9,A,2,2,1,0,0,0.156941833,0,25.50153333
753,Plate 8 Well G10,82,G10,A,2,2,1,-0.031058282,43.00138889,0.09793852,-0.991668986,27.48556667
754,Plate 8 Well G11,83,G11,A,2,2,1,0.07050807,53.66805556,0.553385362,0.994970818,59.59193333
755,Plate 8 Well G12,84,G12,A,2,2,1,0.115196158,33.00138889,0.838794099,0.999964279,55.4853
756,Plate 8 Well H1,85,H1,A,2,2,1,0,0,0.10453141,0,24.41873333
757,Plate 8 Well H2,86,H2,A,2,2,1,0,0,0.087455547,0,22.2029
758,Plate 8 Well H3,87,H3,A,2,2,1,-0.083788227,14.33361111,0.06497418,-0.991419852,23.83393333
759,Plate 8 Well H4,88,H4,A,2,2,1,0,0,0.015062291,0,20.17343333
760,Plate 8 Well H5,89,H5,A,2,2,1,0.106313914,45.00138889,1.014738031,0.999663448,33.54406667
761,Plate 8 Well H6,90,H6,A,2,2,1,0,0,0.031305305,0,20.43846667
762,Plate 8 Well H7,91,H7,A,2,2,1,0,0,0.05118254,0,22.74806667
763,Plate 8 Well H8,92,H8,A,2,2,1,0,0,0.076972573,0,22.0938
764,Plate 8 Well H9,93,H9,A,2,2,1,-0.03069584,11.33361111,0.052042609,-0.991438152,24.11263333
765,Plate 8 Well H10,94,H10,A,2,2,1,0,0,0.017709279,0,20.63553333
766,Plate 8 Well H11,95,H11,A,2,2,1,-0.119446272,15.00027778,0.147006384,-0.990561123,28.61913333
767,Plate 8 Well H12,96,H12,A,2,2,1,0.098491574,21.33361111,0.614795877,0.999946906,79.87606667
768,Plate 9 Well A1,97,A1,B,1,1,0,0.092759377,4.6675,0.928932869,0.995618463,146.9594333
769,Plate 9 Well A2,98,A2,B,1,1,0,0.122180039,27.00111111,1.122598526,0.999724584,102.0276
770,Plate 9 Well A3,99,A3,B,1,1,0,0.089219355,6.334166667,0.315332769,0.99943926,58.59056667
771,Plate 9 Well A4,100,A4,B,1,1,0,0.076239168,7.334166667,0.230195311,0.99875805,50.2363
772,Plate 9 Well A5,101,A5,B,1,1,0,0.091561513,8.6675,0.564465265,0.999078689,65.37893333
773,Plate 9 Well A6,102,A6,B,1,1,0,0.10585367,5.334166667,0.794300814,0.997065512,121.9565333
774,Plate 9 Well A7,103,A7,B,1,1,0,0.019979599,27.33444444,0.96419971,0.993558964,160.3464
775,Plate 9 Well A8,104,A8,B,1,1,0,0.068606308,8.000833333,0.972666415,0.999676875,159.7035667
776,Plate 9 Well A9,105,A9,B,1,1,0,0.005912734,34.33444444,0.196730128,0.990369119,52.06013333
777,Plate 9 Well A10,106,A10,B,1,1,0,0.108105861,8.000833333,0.255596922,0.999017914,56.68783333
778,Plate 9 Well A11,107,A11,B,1,1,0,0.126265533,4.6675,1.327799839,0.995054303,206.0463
779,Plate 9 Well A12,108,A12,B,1,1,0,0,0,0.011724769,0,20.32486667
780,Plate 9 Well B1,109,B1,B,1,1,0,0.098377679,39.00111111,0.826575098,0.999678057,64.12003333
781,Plate 9 Well B2,110,B2,B,1,1,0,0.082755972,5.334166667,0.70779885,0.990086906,103.5212667
782,Plate 9 Well B3,111,B3,B,1,1,0,0.086286516,7.334166667,0.304399168,0.999086962,57.94393333
783,Plate 9 Well B4,112,B4,B,1,1,0,0.112668422,11.33416667,0.796132926,0.999680334,136.3466667
784,Plate 9 Well B5,113,B5,B,1,1,0,0.093626706,45.66777778,1.381531746,0.999647957,52.38696667
785,Plate 9 Well B6,114,B6,B,1,1,0,0.095709249,4.6675,1.125399893,0.997498491,191.4522667
786,Plate 9 Well B7,115,B7,B,1,1,0,0.114085859,25.33444444,0.8816794,0.999351524,78.3903
787,Plate 9 Well B8,116,B8,B,1,1,0,0.126524269,7.6675,0.894466453,0.9998671,142.0639667
788,Plate 9 Well B9,117,B9,B,1,1,0,0,0,0.010531514,0,20.07396667
789,Plate 9 Well B10,118,B10,B,1,1,0,0.100964653,16.6675,1.346999406,0.99973942,164.4697333
790,Plate 9 Well B11,119,B11,B,1,1,0,0.081221906,49.33444444,1.159731582,0.999570449,42.12006667
791,Plate 9 Well B12,120,B12,B,1,1,0,0.095108769,14.6675,1.227198415,0.999324895,143.7193
792,Plate 9 Well C1,121,C1,B,1,1,0,0.082284541,4.6675,0.975199576,0.992510815,129.8497
793,Plate 9 Well C2,122,C2,B,1,1,0,0.092708886,7.000833333,0.22693113,0.999159028,54.0336
794,Plate 9 Well C3,123,C3,B,1,1,0,0.091809037,4.6675,1.166530947,0.990369697,205.5046
795,Plate 9 Well C4,124,C4,B,1,1,0,0.072745444,10.00083333,0.992263812,0.999657811,96.59573333
796,Plate 9 Well C5,125,C5,B,1,1,0,0.102925028,5.6675,1.124065987,0.998280784,120.6215333
797,Plate 9 Well C6,126,C6,B,1,1,0,0.09193506,4.6675,1.074932808,0.993107504,201.7157667
798,Plate 9 Well C7,127,C7,B,1,1,0,0.148032614,49.00111111,1.225399358,0.999838086,24.10043333
799,Plate 9 Well C8,128,C8,B,1,1,0,0.114196318,5.000833333,1.046999682,0.997966685,190.4645667
800,Plate 9 Well C9,129,C9,B,1,1,0,0.107027996,6.000833333,0.302596297,0.999626524,62.6871
801,Plate 9 Well C10,130,C10,B,1,1,0,0.110992651,38.00111111,1.399332968,0.999679082,64.28603333
802,Plate 9 Well C11,131,C11,B,1,1,0,0.126253772,7.334166667,0.279532177,0.998670003,57.63223333
803,Plate 9 Well C12,132,C12,B,1,1,0,0.115092635,4.6675,1.292866519,0.995584812,198.0457
804,Plate 9 Well D1,133,D1,B,1,1,0,0.060381124,21.66777778,1.252799244,0.999920043,63.7815
805,Plate 9 Well D2,134,D2,B,1,1,0,0.111093059,19.00111111,1.079732625,0.999771949,137.098
806,Plate 9 Well D3,135,D3,B,1,1,0,0.015695828,16.33416667,0.576132886,0.990281433,120.6096667
807,Plate 9 Well D4,136,D4,B,1,1,0,0.081770312,5.6675,1.096665836,0.999634964,123.8234333
808,Plate 9 Well D5,137,D5,B,1,1,0,0.088410012,4.6675,1.056659485,0.994379736,196.6624667
809,Plate 9 Well D6,138,D6,B,1,1,0,0.093231132,9.000833333,0.241398674,0.999278785,52.10596667
810,Plate 9 Well D7,139,D7,B,1,1,0,0.104177881,24.00111111,1.360999755,0.9997975,125.4523333
811,Plate 9 Well D8,140,D8,B,1,1,0,0.110566823,8.334166667,0.191863582,0.997471263,46.8253
812,Plate 9 Well D9,141,D9,B,1,1,0,0.092861136,4.6675,1.178799593,0.996835123,217.9417667
813,Plate 9 Well D10,142,D10,B,1,1,0,0.112523443,10.33416667,0.146262797,0.998388128,41.05206667
814,Plate 9 Well D11,143,D11,B,1,1,0,0.083325091,4.6675,1.256074853,0.99599517,209.5353
815,Plate 9 Well D12,144,D12,B,1,1,0,0.095582631,7.000833333,1.188466169,0.99276056,180.5823667
816,Plate 9 Well E1,145,E1,B,1,1,0,0.133805612,7.000833333,1.008349631,0.999189982,116.3992333
817,Plate 9 Well E2,146,E2,B,1,1,0,0.125769711,4.6675,0.782228708,0.998924761,108.9840333
818,Plate 9 Well E3,147,E3,B,1,1,0,0.16085249,15.00083333,0.809930992,0.999166346,111.0217
819,Plate 9 Well E4,148,E4,B,1,1,0,0.106954525,21.00111111,1.348065902,0.999851429,138.0757667
820,Plate 9 Well E5,149,E5,B,1,1,0,0.09723929,7.000833333,0.717914616,0.999474906,105.0188333
821,Plate 9 Well E6,150,E6,B,1,1,0,0.115523729,23.33444444,0.667324733,0.999804423,88.2636
822,Plate 9 Well E7,151,E7,B,1,1,0,0.122523626,7.6675,0.179597845,0.998712518,46.11776667
823,Plate 9 Well E8,152,E8,B,1,1,0,0.089347164,17.00083333,1.221993608,0.993288921,88.063
824,Plate 9 Well E9,153,E9,B,1,1,0,0.061991682,10.00083333,1.30046652,0.999629001,105.1500667
825,Plate 9 Well E10,154,E10,B,1,1,0,0.118495542,5.334166667,0.719686637,0.998047189,90.4002
826,Plate 9 Well E11,155,E11,B,1,1,0,0.022681164,26.66777778,1.136127998,0.992417619,155.8804333
827,Plate 9 Well E12,156,E12,B,1,1,0,0.11614661,8.334166667,0.727516827,0.999862822,91.34216667
828,Plate 9 Well F1,157,F1,B,1,1,0,0.103723845,14.00083333,0.842840575,0.999816741,106.2925333
829,Plate 9 Well F2,158,F2,B,1,1,0,0.057486055,43.00111111,1.326666533,0.999110417,41.6533
830,Plate 9 Well F3,159,F3,B,1,1,0,0.114463022,25.66777778,0.76154029,0.999812267,75.2475
831,Plate 9 Well F4,160,F4,B,1,1,0,0,0,0.008154067,0,19.39606667
832,Plate 9 Well F5,161,F5,B,1,1,0,0.106564026,22.33444444,0.764303248,0.999754289,86.6346
833,Plate 9 Well F6,162,F6,B,1,1,0,0.105808856,4.6675,1.10679614,0.998625401,196.4433667
834,Plate 9 Well F7,163,F7,B,1,1,0,0.11310843,23.33444444,1.102865889,0.999839221,120.0337333
835,Plate 9 Well F8,164,F8,B,1,1,0,0.084719363,5.000833333,0.352599471,0.999180847,70.83386667
836,Plate 9 Well F9,165,F9,B,1,1,0,0.106890059,16.6675,0.748945857,0.999644259,85.42986667
837,Plate 9 Well F10,166,F10,B,1,1,0,0.084280632,34.00111111,1.167066069,0.999534457,66.2377
838,Plate 9 Well F11,167,F11,B,1,1,0,0.101419243,10.33416667,0.766224538,0.999891584,94.14276667
839,Plate 9 Well F12,168,F12,B,1,1,0,0.094573289,6.000833333,0.968199849,0.995284602,185.4598333
840,Plate 9 Well G1,169,G1,B,1,1,0,0.113682025,19.33444444,1.293799681,0.999839748,143.2895667
841,Plate 9 Well G2,170,G2,B,1,1,0,0.10391169,32.66777778,1.132666157,0.999936528,100.7268333
842,Plate 9 Well G3,171,G3,B,1,1,0,0.03879232,5.000833333,0.290379927,0.993600187,60.57556667
843,Plate 9 Well G4,172,G4,B,1,1,0,0.103108364,26.00111111,1.118398581,0.999975422,123.8043
844,Plate 9 Well G5,173,G5,B,1,1,0,0,0,0.013118706,0,20.63523333
845,Plate 9 Well G6,174,G6,B,1,1,0,0.138509232,17.33416667,1.142799463,0.99975911,133.7350333
846,Plate 9 Well G7,175,G7,B,1,1,0,0.107007575,27.33444444,1.195532895,0.999589077,88.3487
847,Plate 9 Well G8,176,G8,B,1,1,0,0.117250658,4.6675,0.677865598,0.993611398,61.28916667
848,Plate 9 Well G9,177,G9,B,1,1,0,0.060762141,5.000833333,1.24999952,0.997056431,224.6836333
849,Plate 9 Well G10,178,G10,B,1,1,0,0.079040688,15.00083333,0.28219948,0.993671871,55.87786667
850,Plate 9 Well G11,179,G11,B,1,1,0,0,0,0.013789325,0,20.7348
851,Plate 9 Well G12,180,G12,B,1,1,0,0.111810864,29.66777778,0.853971512,0.999713879,74.36536667
852,Plate 9 Well H1,181,H1,B,1,1,0,0.114339465,4.6675,0.64193152,0.999355482,108.5778333
853,Plate 9 Well H2,182,H2,B,1,1,0,0.042913316,13.00083333,1.198866229,0.995676738,201.2527333
