TreeTipLabel,Dataset,Lineage,Subphylogroup,Phylogroup,NewTreeTipLabel,SampleName
7PA1K_X1093,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP1,7PA1K_X1093
7PA1K_X1094,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1K_X1094
7PA1N_X1026,Baker2023,acera9,K.1.2,K,Family 7 - Adult 1 - Lineage 9 - TP1,7PA1N_X1026
7PA1N_X1027,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1027
7PA1N_X1028,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1028
7PA1N_X1029,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1029
7PA1N_X1030,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1030
7PA1N_X1031,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1031
7PA1N_X1032,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1032
7PA1N_X1033,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1033
7PA1N_X1034,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1034
7PA1N_X1036,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1036
7PA1N_X1037,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1037
7PA1N_X1038,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1038
7PA1N_X1039,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1039
7PA1N_X1040,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1040
7PA1N_X1041,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP1,7PA1N_X1041
7PA1N_X1042,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1042
7PA1N_X1043,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1043
7PA1N_X1044,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1044
7PA1N_X1045,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1045
7PA1N_X1046,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1046
7PA1N_X1047,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1047
7PA1N_X1048,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP1,7PA1N_X1048
7PA3C_X1758,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1758
7PA3C_X1759,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1759
7PA3C_X1760,Baker2023,acera57,K.1.2,K,Family 7 - Adult 1 - Lineage 57 - TP3,7PA3C_X1760
7PA3C_X1761,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1761
7PA3C_X1762,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1762
7PA3C_X1763,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1763
7PA3C_X1764,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1764
7PA3C_X1765,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3C_X1765
7PA3C_X1766,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1766
7PA3C_X1767,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1767
7PA3C_X1768,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1768
7PA3C_X1769,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1769
7PA3C_X1770,Baker2023,acera57,K.1.2,K,Family 7 - Adult 1 - Lineage 57 - TP3,7PA3C_X1770
7PA3C_X1771,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1771
7PA3C_X1772,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1772
7PA3C_X1773,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1773
7PA3C_X1774,Baker2023,acera57,K.1.2,K,Family 7 - Adult 1 - Lineage 57 - TP3,7PA3C_X1774
7PA3C_X1775,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1775
7PA3C_X1776,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1776
7PA3C_X1777,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1777
7PA3C_X1778,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1778
7PA3C_X1779,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1779
7PA3C_X1780,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1780
7PA3C_X1781,Baker2023,acera9,K.1.2,K,Family 7 - Adult 1 - Lineage 9 - TP3,7PA3C_X1781
7PA3C_X1782,Baker2023,acera9,K.1.2,K,Family 7 - Adult 1 - Lineage 9 - TP3,7PA3C_X1782
7PA3C_X1783,Baker2023,acera9,K.1.2,K,Family 7 - Adult 1 - Lineage 9 - TP3,7PA3C_X1783
7PA3C_X1784,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3C_X1784
7PA3C_X1785,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1785
7PA3C_X1786,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1786
7PA3C_X1787,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1787
7PA3C_X1788,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3C_X1788
7PA3C_X1789,Baker2023,acera57,K.1.2,K,Family 7 - Adult 1 - Lineage 57 - TP3,7PA3C_X1789
7PA3C_X1790,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3C_X1790
7PA3C_X1791,Baker2023,acera9,K.1.2,K,Family 7 - Adult 1 - Lineage 9 - TP3,7PA3C_X1791
7PA3C_X1792,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3C_X1792
7PA3C_X1793,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1793
7PA3C_X1794,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3C_X1794
7PA3C_X1795,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3C_X1795
7PA3C_X1796,Baker2023,acera85,D.1,D,Family 7 - Adult 1 - Lineage 85 - TP3,7PA3C_X1796
7PA3F_X1702,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1702
7PA3F_X1703,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1703
7PA3F_X1704,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1704
7PA3F_X1705,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3F_X1705
7PA3F_X1706,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3F_X1706
7PA3F_X1707,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3F_X1707
7PA3F_X1709,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1709
7PA3F_X1710,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1710
7PA3F_X1711,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1711
7PA3F_X1712,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3F_X1712
7PA3F_X1713,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3F_X1713
7PA3F_X1714,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1714
7PA3F_X1715,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3F_X1715
7PA3F_X1716,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3F_X1716
7PA3F_X1717,Baker2023,acera2,H.2,H,Family 7 - Adult 1 - Lineage 2 - TP3,7PA3F_X1717
7PA3F_X1718,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1718
7PA3F_X1719,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1719
7PA3F_X1720,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1720
7PA3F_X1721,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3F_X1721
7PA3F_X1722,Baker2023,acera84,A.3,A,Family 7 - Adult 1 - Lineage 84 - TP3,7PA3F_X1722
7PA3K_X1701,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3K_X1701
7PA3N_X1723,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1723
7PA3N_X1725,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1725
7PA3N_X1726,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1726
7PA3N_X1727,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1727
7PA3N_X1729,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1729
7PA3N_X1731,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3N_X1731
7PA3N_X1733,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1733
7PA3N_X1735,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1735
7PA3N_X1737,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3N_X1737
7PA3N_X1738,Baker2023,acera85,D.1,D,Family 7 - Adult 1 - Lineage 85 - TP3,7PA3N_X1738
7PA3N_X1741,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1741
7PA3N_X1742,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3N_X1742
7PA3N_X1743,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1743
7PA3N_X1745,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3N_X1745
7PA3N_X1747,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3N_X1747
7PA3N_X1749,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1749
7PA3N_X1750,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1750
7PA3N_X1751,Baker2023,acera3,K.1.2,K,Family 7 - Adult 1 - Lineage 3 - TP3,7PA3N_X1751
7PA3N_X1753,Baker2023,acera1,H.2,H,Family 7 - Adult 1 - Lineage 1 - TP3,7PA3N_X1753
7PA3N_X1755,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1755
7PA3N_X1756,Baker2023,acera60,K.2,K,Family 7 - Adult 1 - Lineage 60 - TP3,7PA3N_X1756
7PA3N_X1757,Baker2023,acera85,D.1,D,Family 7 - Adult 1 - Lineage 85 - TP3,7PA3N_X1757
7PB4C_16YC73,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC73
7PB4C_16YC74,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC74
7PB4C_16YC76,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC76
7PB4C_16YC77,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC77
7PB4C_16YC78,Baker2023,acera83,A.3,A,Family 7 - Adult 2 - Lineage 83 - TP4,7PB4C_16YC78
7PB4C_16YC81,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4C_16YC81
7PB4C_16YC82,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC82
7PB4C_16YC83,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC83
7PB4C_16YC84,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC84
7PB4C_16YC85,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC85
7PB4C_16YC86,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4C_16YC86
7PB4C_16YC87,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC87
7PB4C_16YC88,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC88
7PB4C_16YC89,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4C_16YC89
7PB4C_16YC90,Baker2023,acera83,A.3,A,Family 7 - Adult 2 - Lineage 83 - TP4,7PB4C_16YC90
7PB4C_16YC91,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4C_16YC91
7PB4C_16YC92,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC92
7PB4C_16YC93,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4C_16YC93
7PB4C_16YC95,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4C_16YC95
7PB4C_16YC96,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_16YC96
7PB4C_Z01_1_23YDC_A11,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4C_Z01_1_23YDC_A11
7PB4C_Z01_3_23YDC_A33,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_Z01_3_23YDC_A33
7PB4C_Z01_4_23YDC_A44,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4C_Z01_4_23YDC_A44
7PB4C_Z01_5_23YDC_A55,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4C_Z01_5_23YDC_A55
7PB4F_16YC10,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4F_16YC10
7PB4F_16YC11,Baker2023,acera83,A.3,A,Family 7 - Adult 2 - Lineage 83 - TP4,7PB4F_16YC11
7PB4F_16YC12,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_16YC12
7PB4F_16YC13,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4F_16YC13
7PB4F_16YC14,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_16YC14
7PB4F_16YC15,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_16YC15
7PB4F_16YC17,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4F_16YC17
7PB4F_16YC18,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4F_16YC18
7PB4F_16YC19,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4F_16YC19
7PB4F_16YC2,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4F_16YC2
7PB4F_16YC20,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4F_16YC20
7PB4F_16YC21,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_16YC21
7PB4F_16YC22,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_16YC22
7PB4F_16YC23,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4F_16YC23
7PB4F_16YC24,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4F_16YC24
7PB4F_16YC3,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4F_16YC3
7PB4F_16YC4,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_16YC4
7PB4F_16YC6,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4F_16YC6
7PB4F_16YC7,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4F_16YC7
7PB4F_16YC8,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_16YC8
7PB4F_16YC9,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4F_16YC9
7PB4F_Z01_10_23YDC_A1010,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_Z01_10_23YDC_A1010
7PB4F_Z01_11_23YDC_A1111,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_Z01_11_23YDC_A1111
7PB4F_Z01_12_23YDC_A1212,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_Z01_12_23YDC_A1212
7PB4F_Z01_13_23YDC_B113,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4F_Z01_13_23YDC_B113
7PB4F_Z01_14_23YDC_B214,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_Z01_14_23YDC_B214
7PB4F_Z01_15_23YDC_B315,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_Z01_15_23YDC_B315
7PB4F_Z01_16_23YDC_B416,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_Z01_16_23YDC_B416
7PB4F_Z01_6_23YDC_A66,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_Z01_6_23YDC_A66
7PB4F_Z01_7_23YDC_A77,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_Z01_7_23YDC_A77
7PB4F_Z01_8_23YDC_A88,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4F_Z01_8_23YDC_A88
7PB4F_Z01_9_23YDC_A99,Baker2023,acera3,K.1.2,K,Family 7 - Adult 2 - Lineage 3 - TP4,7PB4F_Z01_9_23YDC_A99
7PB4K_16YC49,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4K_16YC49
7PB4K_16YC50,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4K_16YC50
7PB4K_16YC51,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC51
7PB4K_16YC53,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4K_16YC53
7PB4K_16YC54,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC54
7PB4K_16YC55,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4K_16YC55
7PB4K_16YC56,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC56
7PB4K_16YC57,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4K_16YC57
7PB4K_16YC58,Baker2023,acera85,D.1,D,Family 7 - Adult 2 - Lineage 85 - TP4,7PB4K_16YC58
7PB4K_16YC59,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4K_16YC59
7PB4K_16YC60,Baker2023,acera60,K.2,K,Family 7 - Adult 2 - Lineage 60 - TP4,7PB4K_16YC60
7PB4K_16YC61,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC61
7PB4K_16YC63,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4K_16YC63
7PB4K_16YC64,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4K_16YC64
7PB4K_16YC65,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC65
7PB4K_16YC66,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC66
7PB4K_16YC67,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC67
7PB4K_16YC68,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4K_16YC68
7PB4K_16YC69,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_16YC69
7PB4K_16YC70,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4K_16YC70
7PB4K_16YC71,Baker2023,acera85,D.1,D,Family 7 - Adult 2 - Lineage 85 - TP4,7PB4K_16YC71
7PB4K_16YC72,Baker2023,acera85,D.1,D,Family 7 - Adult 2 - Lineage 85 - TP4,7PB4K_16YC72
7PB4K_Z01_19_23YDC_B719,Baker2023,acera4,K.1.2,K,Family 7 - Adult 2 - Lineage 4 - TP4,7PB4K_Z01_19_23YDC_B719
7PB4K_Z01_20_23YDC_B820,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_Z01_20_23YDC_B820
7PB4K_Z01_21_23YDC_B921,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_Z01_21_23YDC_B921
7PB4K_Z01_22_23YDC_B1022,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4K_Z01_22_23YDC_B1022
7PB4K_Z01_24_23YDC_B1123,Baker2023,acera85,D.1,D,Family 7 - Adult 2 - Lineage 85 - TP4,7PB4K_Z01_24_23YDC_B1123
7PB4N_16YC25,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4N_16YC25
7PB4N_16YC26,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC26
7PB4N_16YC27,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC27
7PB4N_16YC28,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4N_16YC28
7PB4N_16YC29,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4N_16YC29
7PB4N_16YC30,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC30
7PB4N_16YC31,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC31
7PB4N_16YC32,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC32
7PB4N_16YC33,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC33
7PB4N_16YC34,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC34
7PB4N_16YC35,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4N_16YC35
7PB4N_16YC37,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC37
7PB4N_16YC38,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC38
7PB4N_16YC39,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC39
7PB4N_16YC40,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC40
7PB4N_16YC41,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC41
7PB4N_16YC42,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4N_16YC42
7PB4N_16YC43,Baker2023,acera84,A.3,A,Family 7 - Adult 2 - Lineage 84 - TP4,7PB4N_16YC43
7PB4N_16YC45,Baker2023,acera2,H.2,H,Family 7 - Adult 2 - Lineage 2 - TP4,7PB4N_16YC45
7PB4N_16YC46,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_16YC46
7PB4N_16YC48,Baker2023,acera1,H.2,H,Family 7 - Adult 2 - Lineage 1 - TP4,7PB4N_16YC48
7PB4N_Z01_17_23YDC_B517,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_Z01_17_23YDC_B517
7PB4N_Z01_18_23YDC_B618,Baker2023,acera86,A.3,A,Family 7 - Adult 2 - Lineage 86 - TP4,7PB4N_Z01_18_23YDC_B618
8AB1C_25YH73,Baker2023,acera74,E.1,E,Family 8 - Child 2 - Lineage 74 - TP1,8AB1C_25YH73
8AB1C_25YH77,Baker2023,acera74,E.1,E,Family 8 - Child 2 - Lineage 74 - TP1,8AB1C_25YH77
8AB1C_25YH78,Baker2023,acera74,E.1,E,Family 8 - Child 2 - Lineage 74 - TP1,8AB1C_25YH78
8AB1C_25YH79,Baker2023,acera74,E.1,E,Family 8 - Child 2 - Lineage 74 - TP1,8AB1C_25YH79
