Study Author,Year,BioProject,Region,SampleName,tot_reads,Coryne,Cuti,Other,Staph,Strep
Baker,2024,SUB14054091,USA,ConcatenatedReads_10AA_TP_5_all,5361017,195470,490828,3776028,289826,608865
Baker,2024,SUB14054091,USA,ConcatenatedReads_10PA_TP_5_all,19459730,117286,17892498,1043318,210351,196277
Baker,2024,SUB14054091,USA,ConcatenatedReads_10PB_TP_5_all,6479031,343136,4632870,1091155,382783,29087
Baker,2024,SUB14054091,USA,ConcatenatedReads_11AA_TP_3_all,8218578,149755,1686661,3018682,2711046,652434
Baker,2024,SUB14054091,USA,ConcatenatedReads_11PA_TP_4_all,9675353,407568,747545,3455780,4299146,765314
Baker,2024,SUB14054091,USA,ConcatenatedReads_12AA_TP_3_all,12426290,195307,5288211,5326713,171346,1444713
Baker,2024,SUB14054091,USA,ConcatenatedReads_12PA_TP_4_all,7217029,19373,6402690,359341,421162,14463
Baker,2024,SUB14054091,USA,ConcatenatedReads_13AA_TP_4_all,7653181,148612,1034423,5540973,175482,753691
Baker,2024,SUB14054091,USA,ConcatenatedReads_13PA_TP_4_all,2483001,48756,1607925,767650,44512,14158
Baker,2024,SUB14054091,USA,ConcatenatedReads_13PB_TP_1_all,12312999,70984,9400824,1323374,1362220,155597
Baker,2024,SUB14054091,USA,ConcatenatedReads_14AA_TP_3_all,5575955,176848,317266,3774115,58220,1249506
Baker,2024,SUB14054091,USA,ConcatenatedReads_14PA_TP_2_all,37244596,180308,31137844,1447036,3942291,537117
Baker,2024,SUB14054091,USA,ConcatenatedReads_15AA_TP_5_all,4934680,293543,529369,3339161,324766,447841
Baker,2024,SUB14054091,USA,ConcatenatedReads_15AB_TP_4_all,8916749,232059,322486,6050481,336487,1975236
Baker,2024,SUB14054091,USA,ConcatenatedReads_15PA_TP_5_all,57301744,2399066,46794103,2279948,5771792,56835
Baker,2024,SUB14054091,USA,ConcatenatedReads_16PB_TP_3_all,19386481,82223,13246316,1121529,4510828,425585
Baker,2024,SUB14054091,USA,ConcatenatedReads_17AA_TP_1_all,3575138,261277,222170,2514293,85176,492222
Baker,2024,SUB14054091,USA,ConcatenatedReads_17AB_TP_1_all,1797648,59403,233540,1290535,54108,160062
Baker,2024,SUB14054091,USA,ConcatenatedReads_17PA_TP_3_all,47645949,319436,38810125,4651209,2937413,927766
Baker,2024,SUB14054091,USA,ConcatenatedReads_19AA_TP_1_all,13451074,181525,11440291,1214412,434902,179944
Baker,2024,SUB14054091,USA,ConcatenatedReads_19PA_TP_1_all,14115893,151305,10050682,3519302,174014,220590
Baker,2024,SUB14054091,USA,ConcatenatedReads_1AA_TP_4_all,3428035,29620,2417266,654021,72952,254176
Baker,2024,SUB14054091,USA,ConcatenatedReads_1PA_TP_5_all,14598728,122600,11176503,1425202,1455268,419155
Baker,2024,SUB14054091,USA,ConcatenatedReads_1PB_TP_2_all,23304598,925433,18934738,2923709,363938,156780
Baker,2024,SUB14054091,USA,ConcatenatedReads_21AA_TP_1_all,6193275,984958,394793,3803268,292576,717680
Baker,2024,SUB14054091,USA,ConcatenatedReads_21PA_TP_5_all,14305318,594422,9319906,2488270,1488029,414691
Baker,2024,SUB14054091,USA,ConcatenatedReads_22AA_TP_1_all,6183054,297532,2461813,2446656,201152,775901
Baker,2024,SUB14054091,USA,ConcatenatedReads_22PA_TP_1_all,27534763,56394,24382162,958740,2109288,28179
Baker,2024,SUB14054091,USA,ConcatenatedReads_23AA_TP_1_all,6436220,117347,465779,4035940,271635,1545519
Baker,2024,SUB14054091,USA,ConcatenatedReads_23PA_TP_1_all,15133391,146393,13018096,1463137,289492,216273
Baker,2024,SUB14054091,USA,ConcatenatedReads_24AA_TP_3_all,6726233,346631,215427,4369904,153606,1640665
Baker,2024,SUB14054091,USA,ConcatenatedReads_25AA_TP_1_all,2744558,295286,295778,1678132,126865,348497
Baker,2024,SUB14054091,USA,ConcatenatedReads_25PA_TP_1_all,30073013,206591,26989933,810037,2048131,18321
Baker,2024,SUB14054091,USA,ConcatenatedReads_2AA_TP_5_all,10891860,316299,4978786,3127279,1459416,1010080
Baker,2024,SUB14054091,USA,ConcatenatedReads_2AB_TP_5_all,4874677,203563,659532,3558622,71011,381949
Baker,2024,SUB14054091,USA,ConcatenatedReads_2PA_TP_3_all,2141320,3544,1545144,91036,462423,39173
Baker,2024,SUB14054091,USA,ConcatenatedReads_2PB_TP_1_all,567837,19211,317049,151261,66304,14012
Baker,2024,SUB14054091,USA,ConcatenatedReads_3AA_TP_2_all,10857558,358310,708769,7485701,702954,1601824
Baker,2024,SUB14054091,USA,ConcatenatedReads_3AB_TP_2_all,21006892,146629,316033,12888629,315602,7339999
Baker,2024,SUB14054091,USA,ConcatenatedReads_3PA_TP_2_all,2063498,8131,1767115,258306,12410,17536
Baker,2024,SUB14054091,USA,ConcatenatedReads_4AA_TP_1_all,1713291,69918,460257,728495,234542,220079
Baker,2024,SUB14054091,USA,ConcatenatedReads_4AB_TP_1_all,4985001,21187,263810,1162381,3167439,370184
Baker,2024,SUB14054091,USA,ConcatenatedReads_4AC_TP_1_all,3794949,111390,236059,2176012,239799,1031689
Baker,2024,SUB14054091,USA,ConcatenatedReads_4PA_TP_2_all,33087904,356652,23679294,7448106,600266,1003586
Baker,2024,SUB14054091,USA,ConcatenatedReads_5AA_TP_1_all,5323460,125515,340499,3289428,164148,1403870
Baker,2024,SUB14054091,USA,ConcatenatedReads_5AB_TP_3_all,6479150,362246,227376,4461029,238041,1190458
Baker,2024,SUB14054091,USA,ConcatenatedReads_5PA_TP_1_all,905677,17180,793717,61307,24934,8539
Baker,2024,SUB14054091,USA,ConcatenatedReads_5PB_TP_3_all,4823326,237886,3195523,361460,951116,77341
Baker,2024,SUB14054091,USA,ConcatenatedReads_6AA_TP_1_all,233830,11658,161144,21579,32554,6895
Baker,2024,SUB14054091,USA,ConcatenatedReads_6PA_TP_1_all,86169,7036,41668,21879,13628,1958
Baker,2024,SUB14054091,USA,ConcatenatedReads_7AA_TP_5_all,16616637,186524,11340091,3246207,1060463,783352
Baker,2024,SUB14054091,USA,ConcatenatedReads_7AB_TP_3_all,5397631,228916,291615,3654614,219106,1003380
Baker,2024,SUB14054091,USA,ConcatenatedReads_7PA_TP_5_all,5862531,986796,3636977,911190,222560,105008
Baker,2024,SUB14054091,USA,ConcatenatedReads_7PB_TP_4_all,8835204,153879,6116049,1092951,850386,621939
Baker,2024,SUB14054091,USA,ConcatenatedReads_8AA_TP_3_all,3458158,98187,254877,2561733,50550,492811
Baker,2024,SUB14054091,USA,ConcatenatedReads_8AB_TP_4_all,3369107,115930,2497115,166181,566150,23731
Baker,2024,SUB14054091,USA,ConcatenatedReads_8AC_TP_4_all,2479854,293767,571849,907067,300376,406795
Baker,2024,SUB14054091,USA,ConcatenatedReads_8PA_TP_3_all,391025,22058,297085,18781,49377,3724
Baker,2024,SUB14054091,USA,ConcatenatedReads_8PB_TP_5_all,22220018,956002,17690429,1787390,1584279,201918
Baker,2024,SUB14054091,USA,ConcatenatedReads_9AA_TP_1_all,13053529,107108,11202312,1549930,141576,52603
Baker,2024,SUB14054091,USA,ConcatenatedReads_9PA_TP_3_all,24474570,369014,10742426,8889932,1281218,3191980
Baker,2024,SUB14054091,USA,ConcatenatedReads_JSB_TP_2_all,56651206,416001,52310465,2113216,1229292,582232
Baker,2024,SUB14054091,USA,ConcatenatedReads_TCL_TP_2_all,12198504,231008,7685105,1061341,3069648,151402
Barnard,2016,PRJNA507062,USA,HLSR1601,3304733,707,3054228,215125,34047,626
Barnard,2016,PRJNA507062,USA,HLSR1602,242277,18,231668,10439,144,8
Barnard,2016,PRJNA507062,USA,HLSR1603,1960844,882,1819318,134064,5527,1053
Barnard,2016,PRJNA507062,USA,HLSR1604,726400,332,718410,6350,1149,159
Barnard,2016,PRJNA507062,USA,HLSR1605,2237323,90,2208102,7482,21482,167
Barnard,2016,PRJNA507062,USA,HLSR1606,2292928,1616,2101686,184941,3986,699
Barnard,2016,PRJNA507062,USA,HLSR1607,18880868,8640,18806041,10258,55906,23
Barnard,2016,PRJNA507062,USA,HLSR1608,4339749,314,4214850,123679,602,304
Barnard,2016,PRJNA507062,USA,HLSR1609,6435244,7641,6365653,55215,6666,69
Barnard,2016,PRJNA507062,USA,HLSR1610,487626,18,486490,438,655,25
Barnard,2016,PRJNA507062,USA,HLSR1611,532521,10982,367325,149848,2810,1556
Barnard,2016,PRJNA507062,USA,HLSR1612,9171924,1262,9088744,81207,523,188
Barnard,2016,PRJNA507062,USA,HLSR1613,4426267,76353,3999585,14758,335532,39
Barnard,2016,PRJNA507062,USA,HLSR1614,2784549,731,2779693,3264,796,65
Barnard,2016,PRJNA507062,USA,HLSR1615,297514,502,207705,83888,5084,335
Barnard,2016,PRJNA507062,USA,HLSR1616,918795,1067,878622,36720,2315,71
Barnard,2016,PRJNA507062,USA,HLSR1617,201524,61,159986,41039,373,65
Barnard,2016,PRJNA507062,USA,HLSR1618,999953,104,995759,2701,973,416
Barnard,2016,PRJNA507062,USA,HLSR1619,1155076,1239,228302,923393,1369,773
Barnard,2016,PRJNA507062,USA,HLSR1620,1254408,350,1229106,21440,3364,148
Barnard,2016,PRJNA507062,USA,HLSR1621,2127499,821,1829674,286659,8862,1483
Barnard,2016,PRJNA507062,USA,HLSR1622,10503142,2049,7647793,2849150,1541,2609
Barnard,2016,PRJNA507062,USA,HLSR1623,847303,430,489327,234136,122893,517
Barnard,2016,PRJNA507062,USA,HLSR1624,136984,2160,117694,9752,7371,7
Barnard,2016,PRJNA507062,USA,HLSR1625,2382185,85,2377660,4075,349,16
Barnard,2016,PRJNA507062,USA,HLSR1626,1736558,26036,1374083,295729,5083,35627
Barnard,2016,PRJNA507062,USA,HLSR1627,340312,499,292278,17882,29283,370
Barnard,2016,PRJNA507062,USA,HLSR1628,2425469,17159,2392972,4125,11152,61
Barnard,2016,PRJNA507062,USA,HLSR1629,846076,1769,821103,14842,7962,400
Barnard,2016,PRJNA507062,USA,HLSR1630,5428680,308,5420832,6648,823,69
Barnard,2016,PRJNA507062,USA,HLSR1631,408128,45,391559,15852,610,62
Barnard,2016,PRJNA507062,USA,HLSR1632,1493465,1857,1457851,30047,3468,242
Barnard,2016,PRJNA507062,USA,HLSR1633,934873,734,846489,74659,12530,461
Barnard,2016,PRJNA507062,USA,HLSR1634,984596,608,823315,149883,10381,409
Barnard,2016,PRJNA507062,USA,HLSR1635,4254831,4086,4235470,10306,4905,64
Barnard,2016,PRJNA507062,USA,HLSR1636,864215,432,561004,273869,28566,344
Barnard,2016,PRJNA507062,USA,HLSR1637,1486030,995,1217722,149792,115853,1668
Barnard,2016,PRJNA507062,USA,HLSR1638,4874032,27943,4776991,4972,64034,92
Barnard,2016,PRJNA507062,USA,HLSR1639,4172546,3918,3934697,216458,17330,143
Barnard,2016,PRJNA507062,USA,HLSR1640,5663471,882,5540247,112056,7684,2602
Barnard,2016,PRJNA507062,USA,HLSR1641,349043,123,309439,38894,533,54
Barnard,2016,PRJNA507062,USA,HLSR1642,2136924,569,2133413,1815,981,146
Barnard,2016,PRJNA507062,USA,HLSR1643,1001432,7006,809456,148384,34395,2191
Barnard,2016,PRJNA507062,USA,HLSR1644,1160119,1508,987832,163965,5777,1037
Barnard,2016,PRJNA507062,USA,HLSR1645,1823109,410,1796731,19070,6769,129
Barnard,2016,PRJNA507062,USA,HLSR1646,510185,373,491433,16798,1555,26
Barnard,2016,PRJNA507062,USA,HLSR1647,732057,10463,714225,5372,1913,84
Barnard,2016,PRJNA507062,USA,HLSR1648,1586842,4803,997608,577575,5829,1027
Barnard,2016,PRJNA507062,USA,HLSR1649,292923,79,256922,15223,19992,707
Barnard,2016,PRJNA507062,USA,HLSR1650,1948849,158,1905486,42874,257,74
Barnard,2016,PRJNA507062,USA,HLSR1651,3846282,287,3745886,83461,16426,222
Barnard,2016,PRJNA507062,USA,HLSR1652,12205777,158,12170176,4200,31195,48
Barnard,2016,PRJNA507062,USA,HLSR1653,184182,107,127775,34737,20560,1003
Barnard,2016,PRJNA507062,USA,HLSR1654,822785,1845,776761,39014,4234,931
Barnard,2016,PRJNA507062,USA,HLSR1655,1650402,997,1558942,87866,1492,1105
Barnard,2016,PRJNA507062,USA,HLSR1656,3190316,206,3085096,104643,280,91
Barnard,2016,PRJNA507062,USA,HLSR1657,6666048,13019,6469973,144189,38648,219
Barnard,2016,PRJNA507062,USA,HLSR1658,3258135,2773,3199868,45025,9815,654
Barnard,2016,PRJNA507062,USA,HLSR1659,2334605,34829,2232284,37672,29739,81
Barnard,2016,PRJNA507062,USA,HLSR1660,755728,139,747251,2920,5365,53
Barnard,2016,PRJNA507062,USA,HLSR1661,142127,109,96759,10335,34887,37
Barnard,2016,PRJNA507062,USA,HLSR1662,1454095,576,1415480,34324,3533,182
Barnard,2016,PRJNA507062,USA,HLSR1663,356420,930,354394,783,275,38
Barnard,2016,PRJNA507062,USA,HLSR1664,976844,2840,601136,328062,44372,434
Barnard,2016,PRJNA507062,USA,HLSR1665,111271,258,96571,14180,231,31
Barnard,2016,PRJNA507062,USA,HLSR1666,3179994,2089,3105167,53063,19608,67
Barnard,2016,PRJNA507062,USA,HLSR1667,4420643,860,4276663,51702,91339,79
Barnard,2016,PRJNA507062,USA,HLSR1668,6647199,5726,6197765,431234,7416,5058
Barnard,2016,PRJNA507062,USA,HLSR1669,355946,3871,234686,97213,20105,71
Barnard,2016,PRJNA507062,USA,HLSR1670,455591,3967,366592,81264,3650,118
Barnard,2016,PRJNA507062,USA,HLSR1671,7095449,1489,6675899,405469,12201,391
Barnard,2016,PRJNA507062,USA,HLSR1672,4054325,141,4023693,27697,2720,74
Barnard,2016,PRJNA507062,USA,HLSR1673,288509,1436,107515,176146,2543,869
Barnard,2016,PRJNA507062,USA,HLSR1674,3483914,228,3432830,50376,393,87
Barnard,2016,PRJNA507062,USA,HLSR1675,3610295,46,3603715,3611,2919,4
Barnard,2016,PRJNA507062,USA,HLSR1676,3099819,344,3031032,2108,66222,113
Barnard,2016,PRJNA507062,USA,HLSR1677,1027412,893,656663,365403,3993,460
Barnard,2016,PRJNA507062,USA,HLSR1678,2904355,1023,2881632,18666,3006,28
Barnard,2016,PRJNA507062,USA,HLSR1679,922158,1434,661563,256567,2242,352
Barnard,2016,PRJNA507062,USA,HLSR1680,872179,8101,184757,643269,22271,13781
Barnard,2016,PRJNA507062,USA,HLSR1681,5487713,1045,5259381,198947,27993,347
Barnard,2016,PRJNA507062,USA,HLSR1682,725018,352,662197,41636,20459,374
Hall,2018,PRJNA435265,USA,AN01_Pore_WGS,3948439,3328,2265519,1506965,155487,17140
Hall,2018,PRJNA435265,USA,AN02_Pore_WGS,4207208,7817,3616830,542027,18816,21718
Hall,2018,PRJNA435265,USA,AN03_Pore_WGS,3038859,10954,79484,2899542,23547,25332
Hall,2018,PRJNA435265,USA,AN05_Pore_WGS,200764,900,15566,157185,26327,786
Hall,2018,PRJNA435265,USA,AN06_Pore_WGS,33548572,326445,32784270,114819,322508,530
Hall,2018,PRJNA435265,USA,AN07_Pore_WGS,18859774,2082,18782450,55092,19283,867
Hall,2018,PRJNA435265,USA,AN08_Pore_WGS,23082281,6067,20920258,1515155,634364,6437
Hall,2018,PRJNA435265,USA,AN09_Pore_WGS,67016011,1457,65744919,364656,904828,151
Hall,2018,PRJNA435265,USA,AN10_Pore_WGS,12414997,426,12355714,39970,18568,319
Hall,2018,PRJNA435265,USA,AN11_Swab_WGS,8072818,611310,6451546,828573,155010,26379
Hall,2018,PRJNA435265,USA,AN12_Swab_WGS,4298597,4362,4103608,113184,54954,22489
Hall,2018,PRJNA435265,USA,AN13_Swab_WGS,8470010,4663,8299418,135706,23200,7023
Hall,2018,PRJNA435265,USA,AN14_Swab_WGS,1132109,653022,229430,220102,17277,12278
Hall,2018,PRJNA435265,USA,AN15_Swab_WGS,7841473,52217,103256,7426516,81972,177512
Hall,2018,PRJNA435265,USA,AN16_Swab_WGS,837636,32396,324203,373787,32407,74843
Hall,2018,PRJNA435265,USA,AN17_Swab_WGS,1356516,20262,869373,337319,69301,60261
Hall,2018,PRJNA435265,USA,AN18_Swab_WGS,25310531,6787,25080398,209791,6512,7043
Hall,2018,PRJNA435265,USA,AN19_Swab_WGS,28286402,16911,26457821,1172753,594359,44558
Hall,2018,PRJNA435265,USA,AN20_Swab_WGS,9391896,54532,9127643,70852,138294,575
Leung,2020,PRJNA478488,China,PAH_Individual105,1200390,236014,133883,739327,1114,90052
Leung,2020,PRJNA478488,China,PAH_Individual11,3790496,93093,1732998,1943005,6135,15265
Leung,2020,PRJNA478488,China,PAH_Individual12,10214940,443136,6327506,3411429,15284,17585
Leung,2020,PRJNA478488,China,PAH_Individual26,3284189,206191,2297069,641305,88196,51428
Leung,2020,PRJNA478488,China,PAH_Individual27,4870895,201513,702243,3924392,2955,39792
Leung,2020,PRJNA478488,China,PAH_Individual431,11264299,395459,9118192,1729197,3058,18393
Leung,2020,PRJNA478488,China,PAH_Individual437,1553888,86521,1234892,221931,4006,6538
Leung,2020,PRJNA478488,China,PAH_Individual440,7921195,339194,2357518,5218549,597,5337
Leung,2020,PRJNA478488,China,PAH_Individual446,3261419,497744,1817702,935063,4608,6302
Leung,2020,PRJNA478488,China,PAH_Individual477,9744680,103712,8887801,749441,423,3303
Leung,2020,PRJNA478488,China,PAH_Individual482,8398441,175668,6774787,1391637,28253,28096
Leung,2020,PRJNA478488,China,PAH_Individual491,47774,1650,10492,30981,2262,2389
Leung,2020,PRJNA478488,China,PAH_Individual501,56653,2638,22183,31241,214,377
Leung,2020,PRJNA478488,China,PAH_Individual511,1162664,161271,713572,285177,135,2509
Leung,2020,PRJNA478488,China,PAH_Individual518,1985546,43297,1504219,414893,3986,19151
Leung,2020,PRJNA478488,China,PAH_Individual533,7663237,82471,6855827,703775,2092,19072
Leung,2020,PRJNA478488,China,PAH_Individual54,1241565,14466,94331,1129810,532,2426
Leung,2020,PRJNA478488,China,PAH_Individual59,2536771,1258178,112034,1147510,6343,12706
Leung,2020,PRJNA478488,China,PAH_Individual7,2074788,266813,476426,1327223,413,3913
Leung,2020,PRJNA478488,China,PAH_Individual74,628278,37353,169236,418020,691,2978
Leung,2020,PRJNA478488,China,PAH_Individual75,10241424,2225086,2358192,5639221,1283,17642
Leung,2020,PRJNA478488,China,PAH_Individual8,184294,14505,97534,71198,453,604
Leung,2020,PRJNA478488,China,PAH_Individual94,309733,29562,180772,95266,2374,1759
Leung,2020,PRJNA478488,China,PAH_Individual97,444502,13989,17185,377038,7268,29022
Li,2021,CNP0000635,China,FDT01001cheek,12059744,1731529,5866497,4342925,100250,18543
Li,2021,CNP0000635,China,FDT01002cheek,14583369,88451,6813834,7580520,83639,16925
Li,2021,CNP0000635,China,FDT01003cheek,3661340,56146,2685078,805878,104286,9952
Li,2021,CNP0000635,China,FDT01004cheek,3010380,68326,719973,2073667,100048,48366
Li,2021,CNP0000635,China,FDT01005cheek,5680415,172802,611476,3643576,1059663,192898
Li,2021,CNP0000635,China,FDT01006cheek,1826396,56815,288863,911089,567767,1862
Li,2021,CNP0000635,China,FDT01007cheek,2428553,52716,1392471,942795,35140,5431
Li,2021,CNP0000635,China,FDT01008cheek,7835637,231054,4251910,2989469,321767,41437
Li,2021,CNP0000635,China,FDT01009cheek,21579002,66424,14071101,7392027,27944,21506
Li,2021,CNP0000635,China,FDT01010cheek,12186150,353883,5417247,6059082,307897,48041
Li,2021,CNP0000635,China,FDT01011cheek,3853617,283611,1724641,1781099,45690,18576
Li,2021,CNP0000635,China,FDT01012cheek,12517130,197457,7713367,4282662,301925,21719
Li,2021,CNP0000635,China,FDT01013cheek,16730181,1374112,7900970,6905487,521496,28116
Li,2021,CNP0000635,China,FDT01014cheek,9936109,134098,7810829,1568082,382200,40900
Li,2021,CNP0000635,China,FDT01015cheek,9101869,4615,3261785,5803745,26863,4861
Li,2021,CNP0000635,China,FDT01016cheek,3149753,241761,1810753,838397,246646,12196
Li,2021,CNP0000635,China,FDT01017cheek,13774786,147157,8495514,3827549,1278855,25711
Li,2021,CNP0000635,China,FDT01018cheek,16903326,69093,12269443,4281408,279578,3804
Li,2021,CNP0000635,China,FDT01019cheek,2267113,10699,907619,772695,549442,26658
Li,2021,CNP0000635,China,FDT01020cheek,14611380,182115,6452553,7854197,115746,6769
Li,2021,CNP0000635,China,FDT01021cheek,5166196,128981,87524,4726329,18986,204376
Li,2021,CNP0000635,China,FDT01022cheek,12068652,19679,547876,11464908,25642,10547
Li,2021,CNP0000635,China,FDT01023cheek,28718864,456249,9622170,18354519,28795,257131
Li,2021,CNP0000635,China,FDT01024cheek,19593321,5258055,10950479,3246891,98990,38906
Li,2021,CNP0000635,China,FDT01025cheek,8340700,170806,6381486,321791,1388730,77887
Li,2021,CNP0000635,China,FDT01026cheek,11204326,211800,6672186,4121908,100893,97539
Li,2021,CNP0000635,China,FDT01028cheek,298401,17438,180444,69039,30958,522
Li,2021,CNP0000635,China,FDT01029cheek,11762316,215777,5211582,5219379,1100026,15552
Li,2021,CNP0000635,China,FDT01030cheek,15977020,1731407,11820238,1770207,640551,14617
Li,2021,CNP0000635,China,FDT01031cheek,1299596,60498,500196,644835,71391,22676
Li,2021,CNP0000635,China,FDT01032cheek,25872465,337330,2729466,22740179,49843,15647
Li,2021,CNP0000635,China,FDT01033cheek,20287837,65498,18628367,1123602,460761,9609
Li,2021,CNP0000635,China,FDT01035cheek,13493308,1251106,8243978,2115980,1816846,65398
Li,2021,CNP0000635,China,FDT01037cheek,16770265,1158418,9825416,4411291,1352042,23098
Li,2021,CNP0000635,China,FDT01038cheek,856926,17605,714697,100979,9446,14199
Li,2021,CNP0000635,China,FDT01039cheek,2227110,31166,2039490,142447,3344,10663
Li,2021,CNP0000635,China,FDT01040cheek,6801777,15736,2652865,4059408,57599,16169
Li,2021,CNP0000635,China,FDT01041cheek,893196,116560,555952,181786,23447,15451
Li,2021,CNP0000635,China,FDT01042cheek,12599786,1281790,8118136,3060975,60433,78452
Li,2021,CNP0000635,China,FDT01044cheek,357698,21473,93309,148898,71851,22167
Li,2021,CNP0000635,China,FDT01045cheek,19268858,52028,17690894,529056,941576,55304
Li,2021,CNP0000635,China,FDT01047cheek,20298404,204513,17606158,1904911,522718,60104
Li,2021,CNP0000635,China,FDT01048cheek,20307478,53897,19546301,602493,93076,11711
Li,2021,CNP0000635,China,FDT01049cheek,4374663,9072,1822248,2159504,378006,5833
Li,2021,CNP0000635,China,FDT01050cheek,23515264,13830,23002949,461704,20549,16232
Li,2021,CNP0000635,China,FDT01051cheek,11742220,92284,7760887,3377149,473519,38381
Li,2021,CNP0000635,China,FDT01052cheek,2367645,34850,890610,1373864,50402,17919
Li,2021,CNP0000635,China,FDT01054cheek,4015238,126723,516532,3314492,13532,43959
Li,2021,CNP0000635,China,FDT01055cheek,7224847,136517,403109,5477740,648885,558596
Li,2021,CNP0000635,China,FDT01056cheek,10679993,235332,3074606,6984637,213818,171600
Li,2021,CNP0000635,China,FDT01057cheek,4529275,62256,430035,3921358,39338,76288
Li,2021,CNP0000635,China,FDT01058cheek,3454025,30357,1624787,1423627,352350,22904
Li,2021,CNP0000635,China,FDT01059cheek,11648526,348065,8918540,1907091,458017,16813
Li,2021,CNP0000635,China,FDT01060cheek,3845828,550927,269719,2805139,112088,107955
Li,2021,CNP0000635,China,FDT01061cheek,6373207,4861,342513,6016833,6823,2177
Li,2021,CNP0000635,China,FDT01062cheek,5928051,256869,479353,4694883,85373,411573
Li,2021,CNP0000635,China,FDT01063cheek,15804178,130991,12831751,2531307,278176,31953
Li,2021,CNP0000635,China,FDT01064cheek,11462791,253533,7363050,3371027,348430,126751
Li,2021,CNP0000635,China,FDT01065cheek,8005381,103177,910474,6801554,139384,50792
Li,2021,CNP0000635,China,FDT01067cheek,3805524,231062,709417,2532733,64532,267780
Li,2021,CNP0000635,China,FDT01068cheek,17523987,149029,1898658,15394821,49752,31727
Li,2021,CNP0000635,China,FDT01069cheek,15114588,129556,1558922,13150784,136119,139207
Li,2021,CNP0000635,China,FDT01070cheek,1188391,132164,69913,626389,328342,31583
Li,2021,CNP0000635,China,FDT01071cheek,402943,18056,49462,323501,5296,6628
Li,2021,CNP0000635,China,FDT01072cheek,1078766,22389,168307,772414,89548,26108
Li,2021,CNP0000635,China,FDT01073cheek,8276909,95503,7322674,815495,22378,20859
Li,2021,CNP0000635,China,FDT01074cheek,2967862,167396,949360,1395416,167962,287728
Li,2021,CNP0000635,China,FDT01075cheek,16643586,296260,11183090,4937350,159052,67834
Li,2021,CNP0000635,China,FDT01076cheek,9040203,147234,84398,8733783,51760,23028
Li,2021,CNP0000635,China,FDT01077cheek,1399328,64584,173445,1050236,39444,71619
Li,2021,CNP0000635,China,FDT01078cheek,6858269,106164,160507,6434033,74160,83405
Li,2021,CNP0000635,China,FDT01079cheek,1472537,14818,104096,1330422,17970,5231
Li,2021,CNP0000635,China,FDT01080cheek,6627200,628492,77264,5834170,33030,54244
Li,2021,CNP0000635,China,FDT01081cheek,4925707,476672,162981,4152654,88688,44712
Li,2021,CNP0000635,China,FDT01082cheek,8141844,105440,2073455,5838133,109191,15625
Li,2021,CNP0000635,China,FDT01083cheek,3893054,269916,886200,2472417,229457,35064
Li,2021,CNP0000635,China,FDT01085cheek,405815,3733,44288,345039,8112,4643
Li,2021,CNP0000635,China,FDT01086cheek,4293982,133775,3359030,609649,178096,13432
Li,2021,CNP0000635,China,FDT01087cheek,5655126,991709,3329122,1265055,40816,28424
Li,2021,CNP0000635,China,FDT01088cheek,11388562,472330,8652487,1961429,220979,81337
Li,2021,CNP0000635,China,FDT01089cheek,2289502,217914,703293,1157011,33408,177876
Li,2021,CNP0000635,China,FDT01090cheek,1918573,80745,573066,1243596,12356,8810
Li,2021,CNP0000635,China,FDT01091cheek,1635141,145113,388942,870707,119077,111302
Li,2021,CNP0000635,China,FDT01092cheek,1351756,445268,117801,713371,63599,11717
Li,2021,CNP0000635,China,FDT01094cheek,14525058,107196,445601,13907426,22172,42663
Li,2021,CNP0000635,China,FDT01096cheek,10198744,86224,9302418,728703,63951,17448
Li,2021,CNP0000635,China,FDT01097cheek,16835716,25804,597358,16138401,52051,22102
Li,2021,CNP0000635,China,FDT01098cheek,4530679,454468,1110522,2923606,33343,8740
Li,2021,CNP0000635,China,FDT01099cheek,2502822,44321,537701,1112752,778779,29269
Li,2021,CNP0000635,China,FDT01100cheek,1016896,21486,311925,629682,15294,38509
Li,2021,CNP0000635,China,FDT01101cheek,6188300,472849,4379093,1074147,182861,79350
Li,2021,CNP0000635,China,FDT01102cheek,3381733,50577,1428173,1896959,4628,1396
Li,2021,CNP0000635,China,FDT01103cheek,3261093,133808,2582058,484666,49106,11455
Li,2021,CNP0000635,China,FDT01104cheek,3130850,82676,705969,2243277,64273,34655
Li,2021,CNP0000635,China,FDT01105cheek,5214518,29619,78021,5064328,30449,12101
Li,2021,CNP0000635,China,FDT01106cheek,1111798,33793,589091,432619,24683,31612
Li,2021,CNP0000635,China,FDT01107cheek,2577010,98481,193919,1876913,10486,397211
Li,2021,CNP0000635,China,FDT01108cheek,3828773,41326,327397,3430201,9820,20029
Li,2021,CNP0000635,China,FDT01110cheek,1301454,68288,830136,391106,5423,6501
Li,2021,CNP0000635,China,FDT01111cheek,10476853,18845,12712,10420481,6050,18765
Li,2021,CNP0000635,China,FDT01112cheek,1359763,6265,34923,1193472,7650,117453
Li,2021,CNP0000635,China,FDT01114cheek,1723097,36503,3421,1412315,14318,256540
Li,2021,CNP0000635,China,FDT01115cheek,3910337,76429,99098,3660259,48868,25683
Li,2021,CNP0000635,China,FDT01116cheek,1097181,6613,1804,1085448,2475,841
Li,2021,CNP0000635,China,FDT01117cheek,5636919,385034,3259936,1951161,37712,3076
